AvgAddedCalls,AvgAddedLatency,AvgLatency,AvgToolCalls,CorrectionCount,CorrectionRate,ExecutionFailureRate,Method,OEPVR,RecoveryRate,ReflectionCount,SCCR,SchemaConnectivityRate,TSR,group,method
0.0,0.0,1373.1995750337987,6.184782608695652,0.0,0.0,0.46739130434782605,Direct Tool-Planning,0.358695652173913,0.0,0.0,0.358695652173913,0.8478260869565217,0.532608695652174,compound,direct_tool_planning
0.0,0.0,1338.5495371421125,6.064516129032258,0.0,0.0,0.5913978494623655,Direct Tool-Planning,0.5483870967741935,0.0,0.0,0.3655913978494624,0.8279569892473119,0.40860215053763443,confidence,direct_tool_planning
0.0,0.0,1410.660924534306,6.287356321839081,0.0,0.0,0.5632183908045977,Direct Tool-Planning,0.2988505747126437,0.0,0.0,0.2988505747126437,0.8275862068965517,0.4367816091954023,coordinate,direct_tool_planning
0.0,0.0,1422.555315247621,6.2727272727272725,0.0,0.0,0.4545454545454546,Direct Tool-Planning,0.5795454545454546,0.0,0.0,0.29545454545454547,0.7954545454545454,0.5454545454545454,freshness,direct_tool_planning
0.0,0.0,1380.5108847678787,6.166666666666667,0.0,0.0,0.0,Direct Tool-Planning,0.8333333333333334,0.0,0.0,0.8333333333333334,0.8333333333333334,1.0,none,direct_tool_planning
0.0,0.0,1311.554116221125,5.955555555555556,0.0,0.0,0.4222222222222223,Direct Tool-Planning,0.37777777777777777,0.0,0.0,0.37777777777777777,0.9111111111111111,0.5777777777777777,provenance,direct_tool_planning
0.0,0.0,1430.3953432812107,6.2444444444444445,0.0,0.0,0.5,Direct Tool-Planning,0.3,0.0,0.0,0.3,0.7888888888888889,0.5,unit,direct_tool_planning
0.34782608695652173,133.91304347826087,1531.519500940959,6.532608695652174,0.34782608695652173,0.34782608695652173,0.46739130434782605,MIRROR-inspired,0.358695652173913,0.0,2.347826086956522,0.358695652173913,1.0,0.532608695652174,compound,mirror_inspired
0.3010752688172043,138.49462365591398,1501.2978557272454,6.365591397849462,0.3010752688172043,0.3010752688172043,0.5913978494623655,MIRROR-inspired,0.6344086021505376,0.0,2.3010752688172045,0.3655913978494624,1.0,0.40860215053763443,confidence,mirror_inspired
0.3793103448275862,149.6551724137931,1579.8877918931364,6.666666666666667,0.3793103448275862,0.3793103448275862,0.5632183908045977,MIRROR-inspired,0.2988505747126437,0.0,2.3793103448275863,0.2988505747126437,1.0,0.4367816091954023,coordinate,mirror_inspired
0.38636363636363635,168.63636363636363,1615.8635491326165,6.659090909090909,0.38636363636363635,0.38636363636363635,0.4545454545454546,MIRROR-inspired,0.6818181818181818,0.0,2.3863636363636362,0.29545454545454547,1.0,0.5454545454545454,freshness,mirror_inspired
0.3333333333333333,140.0,1540.9929429920944,6.5,0.3333333333333333,0.3333333333333333,0.0,MIRROR-inspired,1.0,0.0,2.3333333333333335,1.0,1.0,1.0,none,mirror_inspired
0.2111111111111111,79.33333333333333,1404.237287585293,6.166666666666667,0.2111111111111111,0.2111111111111111,0.4222222222222223,MIRROR-inspired,0.37777777777777777,0.0,2.2111111111111112,0.37777777777777777,1.0,0.5777777777777777,provenance,mirror_inspired
0.37777777777777777,171.11111111111111,1627.8264059338512,6.622222222222222,0.37777777777777777,0.37777777777777777,0.5,MIRROR-inspired,0.3,0.0,2.3777777777777778,0.3,1.0,0.5,unit,mirror_inspired
0.7391304347826086,81.6304347826087,1576.2706993953034,7.619565217391305,0.0,0.0,0.10869565217391308,Proposed,0.7934782608695652,0.0,0.0,0.75,0.7934782608695652,0.8913043478260869,compound,proposed
0.5268817204301075,88.38709677419355,1573.7342712836648,7.376344086021505,0.0,0.0,0.16129032258064513,Proposed,0.8279569892473119,0.0,0.0,0.5913978494623656,0.8279569892473119,0.8387096774193549,confidence,proposed
0.7586206896551724,25.804597701149426,1544.8752101973544,7.689655172413793,0.0,0.0,0.1839080459770115,Proposed,0.8045977011494253,0.0,0.0,0.8045977011494253,0.8045977011494253,0.8160919540229885,coordinate,proposed
