EPVR,OURR,TSR,URR,VURR,avg_added_calls,avg_added_latency,avg_agent_calls,avg_latency,avg_residual_risk,avg_tool_calls,method,repair_auc,repair_f1,repair_pr_auc,repair_precision,repair_rate,repair_recall,repair_selection_change_rate,risk_reduction,risk_reduction_per_added_latency,violation_type
0.37777777777777777,0.0,0.5111111111111111,0.0,0.0,0.0,0.0,0.6222222222222222,1199.9967797125873,0.0,5.411111111111111,react,0.4798387096774194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,provenance
0.2988505747126437,0.0,0.26436781609195403,0.0,0.0,0.0,0.0,0.7011494252873564,1213.3245108284866,0.0,5.32183908045977,react,0.5505050505050505,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,coordinate
0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,1208.7657122249857,0.0,5.333333333333333,react,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
0.3655913978494624,0.0,0.27956989247311825,0.0,0.0,0.0,0.0,0.6344086021505376,1183.9618583657805,0.0,5.333333333333333,react,0.6028301886792453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,confidence
0.29545454545454547,0.0,0.32954545454545453,0.0,0.0,0.0,0.0,0.7045454545454546,1226.3456648214883,0.0,5.318181818181818,react,0.5570719602977667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,freshness
0.358695652173913,0.0,0.32608695652173914,0.0,0.0,0.0,0.0,0.6413043478260869,1194.8217082635579,0.0,5.293478260869565,react,0.50231124807396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,compound
0.3,0.0,0.28888888888888886,0.0,0.0,0.0,0.0,0.7,1236.760751814066,0.0,5.322222222222222,react,0.5172780435938331,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,unit
0.0,0.0,0.5444444444444444,0.0,0.0,0.0,0.0,0.5333333333333333,1218.5569639686537,0.0,5.777777777777778,schema_aware,0.4798387096774194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,provenance
0.0,0.0,0.3218390804597701,0.0,0.0,0.0,0.0,0.5287356321839081,1230.9883673839106,0.0,5.942528735632184,schema_aware,0.5505050505050505,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,coordinate
1.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.5,1204.74183100699,0.0,5.833333333333333,schema_aware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
0.0,0.0,0.3655913978494624,0.0,0.0,0.0,0.0,0.46236559139784944,1157.9169681993985,0.0,5.720430107526882,schema_aware,0.6028301886792453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,confidence
0.0,0.0,0.4318181818181818,0.0,0.0,0.0,0.0,0.5,1208.3584174179193,0.0,5.863636363636363,schema_aware,0.5570719602977667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,freshness
0.0,0.0,0.41304347826086957,0.0,0.0,0.0,0.0,0.4891304347826087,1214.313789688483,0.0,5.880434782608695,schema_aware,0.50231124807396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,compound
0.0,0.0,0.4222222222222222,0.0,0.0,0.0,0.0,0.4888888888888889,1204.3043274345011,0.0,5.822222222222222,schema_aware,0.5172780435938331,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,unit
0.9111111111111111,0.5774647887323944,0.8888888888888888,0.0,0.0,0.7888888888888889,131.33333333333334,0.6222222222222222,1579.3350058462092,0.021333333333333333,7.466666666666667,strict,0.7027649769585254,0.4745762711864407,0.9087764294240538,0.3111111111111111,1.0,1.0,0.0,0.16644444444444445,0.001477777777777778,provenance
0.8045977011494253,0.4393939393939394,0.8160919540229885,0.0,0.0,0.7586206896551724,25.804597701149426,0.7011494252873564,1544.8752101973544,0.04689655172413793,7.689655172413793,strict,0.7716049382716049,0.5499999999999999,0.822032314725172,0.3793103448275862,1.0,1.0,0.0,0.20329501915708814,0.005578544061302682,coordinate
0.8277777777777777,1.0,1.0,0.0,0.0,0.17222222222222222,10.333333333333334,0.6666666666666666,1505.4565459943244,0.04133333333333333,7.1,strict,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09644444444444446,0.0016074074074074074,none
0.8279569892473119,0.4084507042253521,0.8387096774193549,0.0,0.0,0.7634408602150538,140.43010752688173,0.6344086021505376,1633.4108854832846,0.04129032258064516,7.612903225806452,strict,0.8688679245283019,0.6015037593984962,0.8149839015121865,0.43010752688172044,1.0,1.0,0.7746478873239436,0.11581093189964159,0.001694220430107527,confidence
0.7954545454545454,0.5441176470588235,0.8409090909090909,0.0,0.0,0.7727272727272727,86.13636363636364,0.7045454545454546,1625.2842143317766,0.049090909090909095,7.738636363636363,strict,0.8399503722084367,0.456140350877193,0.7011053999277354,0.29545454545454547,1.0,1.0,0.0,0.16151515151515153,0.0022703962703962705,freshness
0.7934782608695652,0.5,0.8913043478260869,0.0,0.0,0.782608695652174,87.28260869565217,0.6413043478260869,1583.1793935313183,0.06062952898550725,7.663043478260869,strict,0.8058551617873652,0.5279999999999999,0.6890494220703187,0.358695652173913,1.0,1.0,0.0,0.26049818840579714,0.002942441239316239,compound
0.8777777777777778,0.4857142857142857,0.8666666666666667,0.0,0.0,0.7777777777777778,20.444444444444443,0.7,1541.99111215019,0.02933333333333333,7.688888888888889,strict,0.633705475810739,0.5365853658536585,0.7330103073208116,0.36666666666666664,1.0,1.0,0.0,0.17770370370370372,0.0066037037037037045,unit
0.9111111111111111,0.5774647887323944,0.8888888888888888,0.0,0.0,0.7888888888888889,131.33333333333334,0.6222222222222222,1579.3350058462092,0.021333333333333333,7.466666666666667,proposed,0.7027649769585254,0.5656565656565656,0.9087764294240538,0.39436619718309857,0.7888888888888889,1.0,0.0,0.16644444444444445,0.001477777777777778,provenance
0.8045977011494253,0.4393939393939394,0.8160919540229885,0.0,0.0,0.7586206896551724,25.804597701149426,0.7011494252873564,1544.8752101973544,0.04689655172413793,7.689655172413793,proposed,0.7716049382716049,0.6666666666666666,0.822032314725172,0.5,0.7586206896551724,1.0,0.0,0.20329501915708814,0.005578544061302682,coordinate
0.8277777777777777,1.0,1.0,0.0,0.0,0.17222222222222222,10.333333333333334,0.6666666666666666,1505.4565459943244,0.04133333333333333,7.1,proposed,0.0,0.0,0.0,0.0,0.17222222222222222,0.0,0.0,0.09644444444444446,0.0016074074074074074,none
0.5913978494623656,0.14285714285714285,0.8387096774193549,0.0,0.0,0.5268817204301075,88.38709677419355,0.6344086021505376,1573.7342712836648,0.04227598566308244,7.376344086021505,proposed,0.8688679245283019,0.898876404494382,0.8149839015121865,0.8163265306122449,0.5268817204301075,1.0,0.7746478873239436,0.11482526881720431,0.0016897401433691758,confidence
0.4772727272727273,0.225,0.8409090909090909,0.0,0.0,0.45454545454545453,44.77272727272727,0.7045454545454546,1578.4925330843405,0.05439393939393939,7.420454545454546,proposed,0.8399503722084367,0.787878787878788,0.7011053999277354,0.65,0.45454545454545453,1.0,0.0,0.15621212121212122,0.00222960372960373,freshness
